"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","crop_name","crop_code","pp_s4q02","pp_s4q03","pp_s4q04","pp_s4q05","pp_s4q06","pp_s4q07","pp_s4q08","pp_s4q09","pp_s4q10","pp_s4q11","pp_s4q12_a","pp_s4q12_b","pp_s4q13","pp_s4q14","pp_s4q15","pp_s4q16"
"0101010160101701","01010101601017","01010101601",1,2236.13452148438,3,1,1,1,1,16,1,17,1,"SORGHUM",6,1,,1,2,1,2,1,2,10,1,10,2003,2,,,
"0101010160101701","01010101601017","01010101601",1,2236.13452148438,4,1,1,1,1,16,1,17,1,"MILLET",3,1,,1,2,1,2,1,2,33,1,10,2003,2,,,
"0101010160103401","01010101601034","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,34,1,"MAIZE",2,1,,2,,,,2,,,1,10,2003,2,,,
"0101010160104901","01010101601049","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,49,1,"TEFF",7,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160106401","01010101601064","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,64,1,"BARLEY",1,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160108001","01010101601080","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,80,1,"MAIZE",2,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,101,1,"RED PEPPER",38,1,,1,2,2,2,1,2,33,1,10,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,3,1,1,1,16,1,101,1,"MAIZE",2,1,,1,2,2,2,1,2,25,1,10,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,4,1,1,1,16,1,101,1,"SORGHUM",6,1,,1,2,2,2,1,2,10,1,10,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,5,1,1,1,16,1,101,1,"MILLET",3,1,,1,2,2,2,1,2,50,1,10,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,6,1,1,1,16,1,101,1,"SORGHUM",6,1,,1,2,2,2,1,2,10,1,10,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,7,1,1,1,16,1,101,1,"SESAME",27,1,,1,2,2,2,1,2,15,1,10,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,8,1,1,1,16,1,101,1,"GRAZING LAND",85,,,,,,,,,,,,,,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,9,1,1,1,16,1,101,1,"SESAME",27,1,,1,2,2,2,1,2,5,1,11,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,10,1,1,1,16,1,101,1,"MILLET",3,1,,1,2,2,2,1,2,50,1,9,2003,2,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,11,1,1,1,16,1,101,1,"TEMPORARY GR",86,,,,,,,,,,,,,,,,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,2,1,1,1,1,16,1,101,1,"SESAME",27,1,,1,2,2,2,1,2,10,1,11,2003,2,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,116,1,"MAIZE",2,1,,1,2,2,2,1,2,25,1,10,2003,2,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,3,1,1,1,16,1,116,1,"SORGHUM",6,1,,1,2,2,2,1,2,10,1,10,2003,2,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,4,1,1,1,16,1,116,1,"MAIZE",2,1,,1,2,2,2,1,2,25,1,10,2003,2,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,2,1,1,1,1,16,1,116,1,"MILLET",3,1,,1,2,2,2,1,2,33,1,10,2003,2,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,2,2,1,1,1,16,1,116,1,"SORGHUM",6,1,,1,2,2,2,1,2,20,1,10,2003,2,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,3,1,1,1,1,16,1,116,1,"SESAME",27,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,4,1,1,1,1,16,1,116,1,"SESAME",27,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,131,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,3,1,1,1,16,1,131,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,2,4,1,1,1,16,1,131,1,"SESAME",27,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,3,1,1,1,1,16,1,131,1,"SORGHUM",6,1,,1,2,2,2,2,,,2,10,2003,2,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,146,1,"MAIZE",2,1,,1,2,2,2,1,2,10,1,10,2003,2,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,3,1,1,1,16,1,146,1,"SORGHUM",6,1,,1,2,2,2,1,2,5,1,10,2003,2,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,4,1,1,1,16,1,146,1,"SESAME",27,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,5,1,1,1,16,1,146,1,"CINNAMON",35,1,,1,2,2,2,1,2,33,1,10,2003,2,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,6,1,1,1,16,1,146,1,"RED PEPPER",38,1,,1,2,2,2,1,2,25,1,10,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,1,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,1,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,1,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,1,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,1,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,1,1,"CHICK PEAS",11,1,,1,2,2,2,2,,,1,1,2004,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,1,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,1,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,1,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,1,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,1,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,7,2,1,1,2,14,3,1,1,"CHICK PEAS",11,1,,1,2,2,2,2,,,1,1,2004,2,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,1,1,"GESHO",75,1,,1,2,2,2,2,,,3,,,1,3,100,2000
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,9,1,1,1,2,14,3,1,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,11,1,"MAIZE",2,1,,1,2,2,2,1,16,50,1,9,2003,2,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,11,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,11,1,"HORSE BEANS",13,1,,1,2,2,2,1,2,100,1,11,2003,2,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,11,1,"MAIZE",2,1,,1,2,2,2,1,16,50,1,9,2003,2,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,7,1,1,2,14,3,11,1,"LINESEED",23,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,11,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,11,1,"MILLET",3,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,16,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,16,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,16,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,16,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,16,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,16,1,"TEFF",7,1,,1,2,2,2,2,,,2,11,2003,2,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,3,2,1,1,2,14,3,16,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,26,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,26,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,26,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,26,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,26,1,"HORSE BEANS",13,1,,1,2,2,2,1,5,100,1,10,2003,2,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,31,1,"MAIZE",2,1,,1,2,2,2,1,2,50,1,10,2003,2,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,31,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,31,1,"TEFF",7,1,,1,2,1,2,1,2,25,2,11,2003,2,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,31,1,"TEFF",7,1,,1,2,1,2,2,,,1,11,2003,2,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,31,1,"TEFF",7,1,,1,2,1,2,2,,,2,11,2003,2,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,31,1,"MILLET",3,1,,1,2,1,2,2,,,1,10,2003,2,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,31,1,"MILLET",3,1,,1,2,1,2,2,,,1,10,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,46,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,46,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,46,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,46,1,"BARLEY",1,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,46,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,46,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,46,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,46,1,"SORGHUM",6,1,,1,2,2,2,1,13,50,1,9,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,46,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,46,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,46,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,7,2,1,1,2,14,3,46,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,46,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,9,1,1,1,2,14,3,46,1,"CHICK PEAS",11,1,,1,2,2,2,2,,,1,1,2004,2,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,9,2,1,1,2,14,3,46,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,61,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,61,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,61,1,"BARLEY",1,1,,1,2,1,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,61,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,61,1,"BARLEY",1,1,,1,2,1,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,61,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,61,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,61,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,3,3,1,1,2,14,3,61,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,61,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,61,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,61,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,6,2,1,1,2,14,3,61,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,6,3,1,1,2,14,3,61,1,"HORSE BEANS",13,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,61,1,"CHICK PEAS",11,1,,1,2,2,2,2,,,1,1,2004,2,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,7,2,1,1,2,14,3,61,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,91,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,91,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,91,1,"CHICK PEAS",11,1,,1,2,2,2,2,,,1,1,2004,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,91,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,91,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,91,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,91,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,91,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,91,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,91,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,91,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,8,2,1,1,2,14,3,91,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,106,1,"MAIZE",2,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,106,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,106,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,106,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,4,2,1,1,2,14,3,106,1,"SORGHUM",6,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,106,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,5,2,1,1,2,14,3,106,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,106,1,"MAIZE",2,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,6,2,1,1,2,14,3,106,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,106,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,106,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101020140313601","01010201403136","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,136,1,"MAIZE",2,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101020140313601","01010201403136","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,136,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101020140313601","01010201403136","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,136,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,2,1,1,3,1,6,52,1,"MAIZE",2,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,3,1,1,3,1,6,52,1,"PAPAYA",48,1,,1,2,2,2,2,,,1,11,2002,2,,,2002
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,4,1,1,3,1,6,52,1,"PAPAYA",48,1,,1,2,2,2,2,,,1,11,2002,2,,,2002
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,5,1,1,3,1,6,52,1,"PAPAYA",48,1,,1,2,2,2,2,,,1,11,2002,2,,,2002
"0101030010607601","01010300106076","01010300106",0,768.159851074219,1,2,1,1,3,1,6,76,1,"PEACH",66,1,,1,2,2,2,2,,,1,2,1988,1,1,100,1988
"0101030010613601","01010300106136","01010300106",0,768.159851074219,1,2,1,1,3,1,6,136,1,"MAIZE",2,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,1,1,1,3,1,6,136,1,"GESHO",75,1,,2,,,,2,,,1,10,1982,1,15,100,1982
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,2,1,1,3,1,6,136,1,"TEFF",7,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,3,1,1,3,1,6,136,1,"MILLET",3,1,,2,,,,2,,,1,10,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,4,1,"MAIZE",2,1,,1,2,2,2,1,3,33,1,9,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,4,1,"RED PEPPER",38,1,,1,2,2,2,2,,,1,10,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,7,1,1,3,18,4,4,1,"MAIZE",2,1,,1,2,2,2,1,3,25,1,9,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,8,1,1,3,18,4,4,1,"HORSE BEANS",13,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,9,1,1,3,18,4,4,1,"TEFF",7,1,,1,2,2,2,2,,,1,11,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,10,1,1,3,18,4,4,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,11,1,1,3,18,4,4,1,"TEFF",7,1,,1,2,2,2,1,8,33,1,11,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,4,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,2,2,1,1,3,18,4,4,1,"MILLET",3,1,,1,2,2,2,2,,,1,9,2003,2,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,19,1,"MAIZE",2,1,,1,2,2,2,1,6,25,1,10,2003,2,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,19,1,"RED PEPPER",38,1,,1,2,2,2,1,6,50,1,10,2003,2,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,19,1,"GESHO",75,1,,1,2,2,2,2,,,1,10,2003,2,,,
